id,frame,x [nm],y [nm],z [nm],uncertainty [nm],centroid [nm],cluster_label
1.0,1.0,16407.21116671155,14598.542891138806,606.4165023329867,25.317,697.86,912.0
2.0,1.0,14916.416376116302,23654.102126058453,919.4510631669203,12.708,697.86,4388.0
3.0,1.0,19780.81044454075,22735.74150139454,203.08567294716556,8.6971,697.86,1991.0
4.0,1.0,10898.651730644342,17713.038169277093,451.4155837943467,23.521,697.86,3104.0
5.0,1.0,7882.394176625849,19846.95086556258,1034.3597785837435,14.63,697.86,3297.0
6.0,1.0,13947.111513305923,27931.797374131314,633.9657857418251,13.936,697.86,553.0
7.0,1.0,13444.189310945083,22247.829562552295,790.9731650730484,21.136,697.86,2133.0
8.0,1.0,18692.364645296366,24894.95817716925,498.36145140840716,17.252,697.86,963.0
9.0,1.0,20017.156023867647,20646.936745537107,567.9642455778528,12.83,697.86,3565.0
10.0,1.0,16798.983694555103,19937.977685156737,1057.8609431157256,10.564,697.86,2261.0
11.0,1.0,13047.355373007722,25194.028269366238,531.9916707535789,8.8588,697.86,2520.0
12.0,1.0,20059.396127005126,19867.341718547883,1002.0901775692676,16.985,697.86,1695.0
13.0,1.0,18663.70792642715,20376.645253209525,704.295281313729,35.982,697.86,3622.0
14.0,1.0,11012.143373250243,25464.42591515087,687.0502083773777,22.78,697.86,424.0
15.0,1.0,17405.58869030261,15202.756157531712,367.28198179985907,14.524,697.86,1570.0
16.0,1.0,7432.637222399326,23863.433857271542,444.1960843262094,22.486,697.86,488.0
17.0,1.0,8802.073864241174,22538.846450735673,564.2235278456687,20.867,697.86,1088.0
18.0,1.0,18178.301415504666,20407.723669503786,682.0807424844601,19.362,697.86,1974.0
19.0,1.0,5870.872008204635,17493.50075476116,484.9673895517342,23.371,697.86,2332.0
20.0,1.0,12985.528137375406,18046.077024685128,300.07850376180704,35.16,697.86,3471.0
21.0,1.0,16797.443158165297,16376.651226571603,175.9698451366999,9.5462,697.86,667.0
22.0,1.0,23356.88488338374,22629.923720413764,355.96826022649503,22.921,697.86,4269.0
23.0,1.0,12909.430506654684,17085.65847495204,483.50564678129535,10.434,697.86,3159.0
24.0,1.0,15624.653741853253,14751.56012374037,198.36820997684447,24.259,697.86,3700.0
25.0,1.0,8455.770797863957,24042.091637964717,887.0288208101169,16.413,697.86,1227.0
26.0,1.0,19486.895170505304,23650.799272272063,646.6487911684761,15.479,697.86,2685.0
27.0,1.0,16950.83209461223,28003.040848260443,316.69888537155134,14.239,697.86,70.0
28.0,1.0,20582.54980271863,25002.95132055111,652.3194525849035,9.1986,697.86,3032.0
29.0,1.0,11335.624215549822,14992.49229745488,737.7460950332255,19.768,697.86,1865.0
30.0,1.0,5065.810577634517,19110.60946268468,978.9194401689775,15.151,697.86,3524.0
31.0,1.0,14650.437520424939,25995.284838582193,593.3748878767715,8.1317,697.86,548.0
32.0,1.0,10115.696862923362,22131.797291440093,497.39002115488006,19.397,697.86,2432.0
33.0,1.0,15775.366753262624,27613.116200139226,588.092231226689,23.444,697.86,4730.0
34.0,1.0,11767.999975972927,20959.42263419999,851.2125851707906,18.139,697.86,1274.0
35.0,1.0,14308.57148121308,20952.42996055827,301.57558528174803,20.003,697.86,2819.0
36.0,1.0,7072.568942457083,19292.98247253462,-58.84112728744475,14.833,697.86,4896.0
37.0,1.0,13998.259120935367,19667.024240302042,396.51434224447416,14.546,697.86,2043.0
38.0,1.0,12895.07455955968,20270.53267617231,439.7174361154571,11.346,697.86,1364.0
39.0,1.0,12214.583848819539,22936.46000686759,599.5211971181906,25.179,697.86,2862.0
40.0,1.0,15669.52206538577,25778.135886981498,658.4345321795622,46.536,697.86,32.0
41.0,1.0,5748.317410273159,15295.849543729846,586.9223812087596,10.72,697.86,2629.0
42.0,1.0,12521.593938053233,23991.798290210503,485.45584135736533,10.678,697.86,1168.0
43.0,1.0,13120.135316462485,16553.910912624644,246.58207602737372,19.087,697.86,1902.0
44.0,1.0,15958.966090883821,20101.237324523616,417.38626282490213,13.197,697.86,1306.0
45.0,1.0,10945.997394115433,19740.972539172355,742.6138602928534,25.969,697.86,3248.0
46.0,1.0,13550.107752680095,24648.470767421953,785.8277772173278,14.597,697.86,4412.0
47.0,1.0,20216.869489557474,24308.22370999424,949.989404379374,12.333,697.86,978.0
48.0,1.0,9966.894019812498,17133.6344619894,860.6232720222126,18.454,697.86,3808.0
49.0,1.0,16487.302347908324,16949.712776751938,740.1625882284652,12.801,697.86,1598.0
50.0,1.0,10719.969405783528,17933.627018386473,290.42000003300393,15.164,697.86,1871.0
51.0,1.0,12668.932953185551,23455.433737901818,347.49052645363867,22.041,697.86,2570.0
52.0,1.0,13264.171762727627,19379.281169292834,145.10139024052546,42.8,697.86,1331.0
53.0,1.0,6903.196958888516,14749.815683965267,502.0859254113369,14.484,697.86,4493.0
54.0,1.0,21504.72191585292,22111.15950859179,863.0571400226236,18.698,697.86,3630.0
55.0,1.0,8775.314305777916,15024.588074464693,648.5071141066484,22.457,697.86,3123.0
56.0,1.0,14313.155473125076,19014.159610425613,635.7455687451427,24.632,697.86,3424.0
57.0,1.0,18651.723860724058,18774.893618996186,736.755891786126,16.659,697.86,4508.0
58.0,1.0,17091.384190675497,15699.707734331201,543.7446276996393,7.5019,697.86,4781.0
59.0,1.0,18181.496147412807,17502.254840676997,515.1942794492611,10.353,697.86,4827.0
60.0,1.0,5959.386010111792,20452.33990760403,828.4758472691203,11.778,697.86,3272.0
61.0,1.0,10238.633613154894,26311.64020547804,962.1243566564137,11.256,697.86,4217.0
62.0,1.0,18606.024650983243,23626.285605827532,1011.9511892020062,23.437,697.86,3350.0
63.0,1.0,10478.303440824848,19226.47307149162,388.5993714193089,19.235,697.86,1094.0
64.0,1.0,12705.984027556337,20386.792303716462,367.97669263760014,10.466,697.86,3442.0
65.0,1.0,12413.989752974318,24342.752658127087,359.890915882752,12.685,697.86,1423.0
66.0,1.0,9227.67836024178,22471.61441477423,504.2952139077074,5.8907,697.86,104.0
67.0,1.0,19160.566173451403,25229.44649830646,650.718971180142,15.771,697.86,3341.0
68.0,1.0,6204.610288116962,14865.439849727427,665.2661561187563,11.728,697.86,2618.0
69.0,1.0,6326.812496743006,19070.832598433575,594.0053708714167,29.199,697.86,2296.0
70.0,1.0,11304.643403922333,14776.50647636682,784.6743978594054,11.078,697.86,3080.0
71.0,1.0,7270.644396991885,20822.81453519266,480.78138742905264,24.677,697.86,1104.0
72.0,1.0,13790.150236023259,19985.11838372323,484.25063710261725,18.993,697.86,2419.0
73.0,1.0,17204.324156140385,19011.138576127334,454.61200074493354,18.697,697.86,2289.0
74.0,1.0,7088.036356171183,22744.820805790398,710.2564104473807,7.4462,697.86,2757.0
75.0,1.0,13464.050737029454,23056.32564006264,579.2592471404741,23.878,697.86,1744.0
76.0,1.0,16986.16407756141,22468.52885654156,534.5533106722036,15.973,697.86,2072.0
77.0,1.0,18047.177876826896,20407.587759631326,302.26739734087755,21.637,697.86,1931.0
78.0,1.0,8407.815817880555,21395.93481941015,948.4093881358159,13.749,697.86,3285.0
79.0,1.0,7783.230711373662,23668.843744102793,62.197193712792625,15.691,697.86,2758.0
80.0,1.0,17561.08317069009,24911.81236950967,1005.0809166771205,11.966,697.86,796.0
81.0,1.0,10212.057838613486,22993.08568795464,785.0271075945949,17.068,697.86,1521.0
82.0,1.0,12335.815106951195,18442.260582152452,184.49928230146685,18.516,697.86,3216.0
83.0,1.0,15244.807693447683,28700.53651950756,218.5885056686596,18.738,697.86,580.0
84.0,1.0,19131.20692204149,17825.365484471462,48.46979492590316,26.242,697.86,606.0
85.0,1.0,7034.505653854087,24298.89318470743,966.1628368711515,27.264,697.86,3231.0
86.0,1.0,10416.998774331762,21813.24059108039,658.7835638982223,16.179,697.86,1034.0
87.0,1.0,15225.845146856442,21285.21472966033,665.8884514304993,11.443,697.86,2027.0
88.0,1.0,14121.339227009938,26655.05372431064,829.4551311546626,16.301,697.86,582.0
89.0,1.0,18697.132553421172,16320.334027838779,284.6930258974501,16.69,697.86,3636.0
90.0,1.0,12637.64645590124,17747.821440992913,432.5953262386717,21.586,697.86,1855.0
91.0,1.0,3283.990410300436,19756.005594794755,544.4740207207553,7.5019,697.86,3504.0
92.0,1.0,14242.941679907735,14214.035062948704,917.7503007893102,16.432,697.86,3044.0
93.0,1.0,12958.420120655237,26054.622111936627,302.68127923963294,11.909,697.86,4205.0
94.0,1.0,7003.076769646555,18927.01669447898,813.538322411081,20.765,697.86,3534.0
95.0,1.0,11519.62171757033,21080.21639840977,923.6414545710479,22.757,697.86,151.0
96.0,1.0,13313.01442320996,15676.64072811926,1046.4720324467426,14.468,697.86,1540.0
97.0,1.0,19144.9741565128,21750.616910039153,482.47806273261483,10.378,697.86,3590.0
98.0,1.0,21249.908721669766,20216.729395679733,469.0996962442708,9.845,697.86,4012.0
99.0,1.0,20141.852295996105,17670.976574347816,643.574846140744,13.88,697.86,515.0
100.0,1.0,16601.660721556065,16052.185747941325,330.2662814002648,13.447,697.86,869.0
101.0,1.0,7427.788880261554,15831.121783189812,499.45334432921584,28.345,697.86,231.0
102.0,1.0,5964.927472408105,22556.23676831599,185.39044652589695,15.088,697.86,2177.0
103.0,1.0,3114.647292756549,19864.97375685808,279.8064225248959,21.934,697.86,3490.0
104.0,1.0,4284.235483455735,22142.308414673273,771.8820342815021,9.4123,697.86,2144.0
105.0,1.0,13587.138750818753,26623.905692021654,580.2831291133153,14.546,697.86,2944.0
106.0,1.0,15659.737047106677,17771.6891814086,651.7133416459042,6.9295,697.86,2269.0
107.0,1.0,4424.462610958437,17423.576515964567,958.5154752834492,11.527,697.86,2587.0
108.0,1.0,21218.29378016185,24054.568379724973,614.9347691179144,14.985,697.86,4120.0
109.0,1.0,22738.470136489377,24247.242455748794,1040.5248125001626,10.702,697.86,2654.0
110.0,1.0,17186.969421259353,21441.555260331297,413.35595442659604,23.059,697.86,3573.0
111.0,1.0,8499.143568757949,19191.362983896055,947.5031359315883,13.749,697.86,237.0
112.0,1.0,16060.895726225708,24609.369827868304,574.0408294843088,15.878,697.86,831.0
113.0,1.0,7810.971711261124,15986.5823766819,499.69437573550454,23.724,697.86,4471.0
114.0,1.0,13584.947779293225,16844.456190568024,257.74738806711355,14.668,697.86,3155.0
115.0,1.0,6757.386897185276,20850.294926011204,409.57264532248985,14.653,697.86,3287.0
116.0,1.0,20438.753201128908,26720.791786695703,634.5384898561344,8.205,697.86,3029.0
117.0,1.0,17535.567807327046,14839.086138997263,852.3268302562159,9.6372,697.86,3675.0
118.0,1.0,15371.47200200455,13973.658129534431,60.816086117665975,18.492,697.86,4147.0
119.0,1.0,20846.5539639856,18617.89533001396,735.4749754087298,8.9019,697.86,3557.0
120.0,1.0,14032.948997723033,28058.27163741422,464.68898785374483,31.58,697.86,191.0
121.0,1.0,19093.511807827028,17694.646474616104,656.3584633287194,17.82,697.86,3627.0
122.0,1.0,14802.149818615328,21283.959403303023,559.338275451515,7.7767,697.86,3460.0
123.0,1.0,17708.145080663453,17221.43881835963,632.9483953971641,8.4063,697.86,4510.0
124.0,1.0,8082.197558526992,16144.710332355706,467.6720690118295,41.758,697.86,4479.0
125.0,1.0,9026.214822587084,23444.153506017195,369.33158318401433,24.37,697.86,1476.0
126.0,1.0,22314.86327138344,21159.708269655086,550.9012044353436,17.486,697.86,4325.0
127.0,1.0,15600.290629457588,14950.45811042884,613.5762957799093,10.277,697.86,3151.0
128.0,1.0,17457.846843596937,15002.319216022956,654.8773186479499,9.2849,697.86,638.0
129.0,1.0,15770.634008371817,17598.793137653745,566.2796888702164,14.748,697.86,4634.0
130.0,1.0,19970.721016802756,18525.152221613876,528.5416076693965,20.904,697.86,746.0
131.0,1.0,20106.875216848388,18435.96021491981,622.8339338828032,11.094,697.86,1705.0
132.0,1.0,19533.471793493958,25131.484844591414,221.53260393001997,10.14,697.86,2709.0
133.0,1.0,13615.643377625798,20376.623164396762,357.446816236731,19.897,697.86,1295.0
134.0,1.0,7898.885778885528,16086.045548295991,263.3850671914061,30.454,697.86,4479.0
135.0,1.0,13031.758657007636,21520.13769740496,467.3498086063033,15.624,697.86,2415.0
136.0,1.0,13811.701826258179,17888.999764433593,860.835478604698,20.179,697.86,3180.0
137.0,1.0,14418.732849871012,22671.677545408893,426.2209305597182,18.031,697.86,2399.0
138.0,1.0,13365.778812339691,19806.943255270777,725.0006794810589,25.072,697.86,2857.0
139.0,1.0,8680.501050567946,23146.39287338764,472.83020493071365,14.955,697.86,82.0
140.0,1.0,14032.861546198768,21864.0186338452,175.97712998028877,16.512,697.86,147.0
141.0,1.0,8069.837370228127,19929.92390889486,162.2693744024814,15.756,697.86,2333.0
142.0,1.0,12688.24882897777,23893.819568616575,554.3859082610517,13.878,697.86,2916.0
143.0,1.0,19222.700115501582,26589.040060541218,106.37110569571547,11.067,697.86,3354.0
144.0,1.0,15407.586332770017,17593.695484819273,708.9526191269607,17.732,697.86,3168.0
145.0,1.0,12391.111881698085,26800.379951170547,994.7422674956902,26.116,697.86,1161.0
146.0,1.0,8450.297505085773,18761.011151029707,481.2794668963632,16.125,697.86,2308.0
147.0,1.0,13213.872336707427,27097.807909629908,127.89454520503295,30.961,697.86,47.0
148.0,1.0,14656.684242759778,17380.577594890237,438.1073669169336,25.262,697.86,3140.0
149.0,1.0,8517.249650520635,23742.81433006338,539.9420930648906,20.178,697.86,462.0
150.0,1.0,6263.198199000734,23214.805481173884,696.6446085733655,22.569,697.86,1651.0
151.0,1.0,17392.28124293874,27922.190435186443,349.40158000460974,15.617,697.86,560.0
152.0,1.0,8793.544467530135,23388.313346494735,167.76682605505388,22.118,697.86,82.0
153.0,1.0,19627.492153003917,18171.31574695465,220.0827431965567,10.901,697.86,4559.0
154.0,1.0,12362.428201872317,20123.831712184066,213.21982647660576,22.549,697.86,3851.0
155.0,1.0,13916.338899172857,17478.553880628835,543.7538115107764,25.354,697.86,4577.0
156.0,1.0,17630.129515564695,23723.469822522067,434.0174356142175,16.158,697.86,809.0
157.0,1.0,19442.567199769815,16903.199512288447,504.06692322626145,5.8907,697.86,4819.0
158.0,1.0,15454.465387256507,26772.770805531676,397.2642981048171,14.546,697.86,779.0
159.0,1.0,18508.193648107488,19149.75438597741,741.3926577147516,21.396,697.86,2011.0
160.0,1.0,22610.43430707509,21449.299599622667,230.58522838074242,19.647,697.86,4088.0
161.0,1.0,12514.105576653366,19938.38203417109,330.300304006582,29.537,697.86,3886.0
162.0,1.0,8443.07218838751,22293.783438404604,575.0849564206306,22.859,697.86,1213.0
163.0,1.0,13328.30319387747,19697.53551670075,720.6871698393621,11.324,697.86,2833.0
164.0,1.0,14837.537426260196,25111.3968973005,374.9146962590312,13.708,697.86,75.0
165.0,1.0,11406.605611950827,23384.758684705677,590.5751042457133,12.667,697.86,1177.0
166.0,1.0,8602.514860226624,21015.23129192352,469.76019796181305,32.992,697.86,1020.0
167.0,1.0,9951.93911100104,24369.380076984988,1104.0196520891054,21.193,697.86,1491.0
168.0,1.0,18517.82653438059,20526.482141154578,496.89503239868304,19.261,697.86,4550.0
169.0,1.0,8727.99868314511,16625.425397750696,495.2878742880251,9.3093,697.86,4476.0
170.0,1.0,10730.328709752568,22456.91635583838,942.8312269809633,11.997,697.86,392.0
171.0,1.0,14065.044359099873,23668.987971589228,159.89249574943716,13.151,697.86,2479.0
172.0,1.0,20888.248678019743,25385.436369691786,255.48765115424234,12.758,697.86,4092.0
173.0,1.0,7821.064151700668,19383.308484191817,729.52454648545,15.881,697.86,380.0
174.0,1.0,19743.633670422267,24862.948167435046,765.8119676000492,5.6417,697.86,3379.0
175.0,1.0,17391.996596314522,28747.543763360998,688.393445271219,10.906,697.86,2747.0
176.0,1.0,19188.76384795879,26328.64914172993,486.12247151735966,18.856,697.86,3036.0
177.0,1.0,20032.866909535216,24929.551122676305,348.8496671654342,15.617,697.86,3316.0
178.0,1.0,18868.49887627033,21591.631186016693,226.58732644570546,11.884,697.86,2274.0
179.0,1.0,19683.113824964083,16545.47558816193,706.4493188220928,16.221,697.86,741.0
180.0,1.0,11980.652510747586,23239.36187563042,514.126504166143,25.398,697.86,4201.0
181.0,1.0,9966.572307303071,15524.067365125373,537.7520017377251,19.2,697.86,4452.0
182.0,1.0,19037.14781390905,25315.48171749521,688.0466611978546,19.597,697.86,807.0
183.0,1.0,7569.739108978981,21434.47763290356,1181.0804030691713,16.11,697.86,332.0
184.0,1.0,18412.44717859379,23804.799526977433,910.5796799292393,13.996,697.86,3350.0
185.0,1.0,13213.091348879656,18200.57458662299,530.915417470298,13.166,697.86,2842.0
186.0,1.0,14799.66109822958,26772.055068787184,651.6402899632801,9.1986,697.86,4370.0
187.0,1.0,6099.5867654206195,20294.39986668959,919.2036253780625,19.046,697.86,3535.0
188.0,1.0,13433.67275710929,24333.52027106382,963.1911912106711,19.091,697.86,4263.0
189.0,1.0,16063.914098847634,19724.038794623437,642.9327121794228,7.8709,697.86,1343.0
190.0,1.0,9020.97240932829,15340.242047096639,792.7606328664671,21.879,697.86,4450.0
191.0,1.0,15520.344323015017,18813.282801865596,102.3937811665383,23.84,697.86,2893.0
192.0,1.0,15719.087140641968,14228.443142460163,300.2441289983139,14.14,697.86,850.0
193.0,1.0,11379.849061418472,20598.36135131508,775.0407780823142,7.5294,697.86,1098.0
194.0,1.0,9959.247159416193,22714.378656947003,507.5672423736873,17.827,697.86,1482.0
195.0,1.0,20927.61099700236,20734.107766496458,613.9226074769953,14.349,697.86,739.0
196.0,1.0,22397.27028193406,22469.305276270326,445.56799347666663,11.551,697.86,4277.0
197.0,1.0,6494.997778408286,14660.704993392781,585.1992998077303,13.823,697.86,2369.0
198.0,1.0,20345.517192930263,25538.36188250741,-68.18801939899055,27.279,697.86,3339.0
199.0,1.0,9299.032212262364,16647.484608249382,486.9493160807064,21.151,697.86,3746.0
200.0,1.0,11244.693099286624,18960.177901087995,595.7049190442265,13.206,697.86,3413.0
201.0,1.0,14482.74524362404,28800.579346301794,508.72415191237394,29.175,697.86,216.0
202.0,1.0,8797.098992939134,21508.56047614784,713.8137824290948,15.961,697.86,1066.0
203.0,1.0,19972.930218381316,24298.956004422278,590.6653958639043,9.8325,697.86,958.0
204.0,1.0,19083.476659109692,16626.139052406128,643.6655770843558,11.523,697.86,3946.0
205.0,1.0,3196.4852406529412,16806.14854393553,693.5610232789054,13.672,697.86,4876.0
206.0,1.0,18198.443412303925,27501.04948226537,189.11660195682305,16.737,697.86,3378.0
207.0,1.0,8737.580032807351,19171.440720750194,490.70856130261654,30.586,697.86,3240.0
208.0,1.0,18255.902829830135,17895.664716696705,581.4874517977762,19.822,697.86,4027.0
209.0,1.0,10444.687566123028,24477.6239678982,778.7392004444861,12.481,697.86,4239.0
210.0,1.0,13943.189562260934,17529.465921100127,1172.6196576682012,10.717,697.86,2388.0
211.0,1.0,14761.120028927895,20013.47384639809,606.9260227101643,20.124,697.86,2459.0
212.0,1.0,8773.150371031004,16712.81675743774,478.2580140717373,13.426,697.86,4476.0
213.0,1.0,19830.302275733167,20820.557392370345,141.77054895791073,19.343,697.86,3602.0
214.0,1.0,17286.119695548117,16719.10778461604,615.9570382202019,12.744,697.86,4789.0
215.0,1.0,15572.39451412359,14939.56401068612,224.33130020749314,19.516,697.86,1594.0
216.0,1.0,15503.00190929613,27385.297096464812,833.9305412797345,8.9561,697.86,4738.0
217.0,1.0,20064.574877712475,22853.685093485394,606.2054747108798,17.772,697.86,953.0
218.0,1.0,18716.1931043058,24730.928597705977,931.600461185382,19.397,697.86,2984.0
219.0,1.0,7370.400569077914,19735.350055248633,166.05090106876327,16.544,697.86,1017.0
220.0,1.0,14180.419186276786,27382.05728499457,625.2290312247036,12.175,697.86,2903.0
221.0,1.0,8908.632859598425,25157.819391814275,855.5691355253466,20.012,697.86,466.0
222.0,1.0,15224.651729277053,16637.820629190304,950.5327696859226,9.184,697.86,4674.0
223.0,1.0,14232.774362654647,27214.74248448045,-0.23783868133443775,14.833,697.86,576.0
224.0,1.0,20173.206152498118,20392.47299022494,703.147146180241,21.524,697.86,691.0
225.0,1.0,8423.151225751699,23985.478083170397,223.15270164128196,7.9434,697.86,2789.0
226.0,1.0,12811.517934988276,18551.271403752457,570.4725227629314,14.141,697.86,1282.0
227.0,1.0,18308.46845566804,21835.156980420572,731.3576929553267,12.638,697.86,2285.0
228.0,1.0,5246.197511641615,19725.757439148994,541.2859861283899,9.1007,697.86,3502.0
229.0,1.0,13224.446414052005,17810.626061462124,719.3338140827436,17.587,697.86,1906.0
230.0,1.0,20399.26381312534,19905.140069085974,792.4319700489677,10.073,697.86,3976.0
231.0,1.0,13472.012717554391,21133.901308526783,518.9703166462868,9.4728,697.86,3441.0
232.0,1.0,20164.361268217548,20549.888735043347,405.82270451999057,11.873,697.86,712.0
233.0,1.0,13560.463523908358,14715.106330535466,1027.6232991925306,17.42,697.86,4656.0
234.0,1.0,20744.41795154176,23411.478778610657,313.20962828163204,10.069,697.86,4102.0
235.0,1.0,17621.40052236165,16802.596835687567,12.310686438891253,22.936,697.86,4830.0
236.0,1.0,17464.094177413113,20118.49091562607,426.66703000951566,18.088,697.86,1995.0
237.0,1.0,19115.615476882256,21748.645368614227,584.0782946398757,8.513,697.86,3590.0
238.0,1.0,9729.08434691975,18933.946126071904,725.3284526657501,19.49,697.86,1054.0
