id,frame,x [nm],y [nm],z [nm],uncertainty [nm],centroid [nm],cluster_label
1.0,1.0,6780.42029089594,22216.48051820546,733.2192872761356,9.1158,697.86,1216.0
2.0,1.0,12993.805260517864,18278.24991079246,536.5840154401958,10.793,697.86,1304.0
3.0,1.0,9757.587765457683,22610.983604975987,838.0033062184375,11.369,697.86,1079.0
4.0,1.0,8379.314577944077,22897.886892537175,639.175579210499,6.8522,697.86,1108.0
5.0,1.0,7436.906915484591,21010.240632443732,488.23405710799756,16.005,697.86,1242.0
6.0,1.0,13578.782023124106,24033.230074046023,365.4505314847004,27.112,697.86,4207.0
7.0,1.0,20379.84591411328,18777.556657170495,88.01850213555491,18.91,697.86,1687.0
8.0,1.0,18888.663596078346,27443.045456425072,764.1306774193753,9.4103,697.86,840.0
9.0,1.0,19900.896674783082,19669.104815982813,327.63378589819195,16.694,697.86,4011.0
10.0,1.0,19606.89603400473,26097.035024478562,381.2298052889562,26.073,697.86,3323.0
11.0,1.0,12516.69429754317,25238.73083067159,646.139791939078,20.576,697.86,1472.0
12.0,1.0,12823.436641468397,24857.812561801777,335.93933861920624,21.488,697.86,2914.0
13.0,1.0,13296.95966353385,20296.79547663148,744.908000340135,8.3146,697.86,4218.0
14.0,1.0,9357.503421996571,22654.182863102335,832.2870077411417,12.558,697.86,3295.0
15.0,1.0,17949.737350417538,17533.685938462742,-166.11160059246777,22.936,697.86,4788.0
16.0,1.0,22209.617082993696,25660.785479882245,606.821366487101,28.964,697.86,4049.0
17.0,1.0,6734.776830587439,20238.903212728896,817.3594685357393,21.417,697.86,1257.0
18.0,1.0,6627.329465571809,14741.498143455783,628.3383844681775,10.967,697.86,2369.0
19.0,1.0,10610.31708807933,23998.284623807587,323.8578617716257,15.102,697.86,1535.0
20.0,1.0,15790.083321252665,15498.650910393411,422.1518433096055,40.01,697.86,4667.0
21.0,1.0,14914.78681731143,15998.792940708965,143.33112264813053,13.954,697.86,3703.0
22.0,1.0,17823.46720845541,18801.053365154905,506.09983654138153,11.779,697.86,1989.0
23.0,1.0,5356.533347946717,18401.535146685408,353.52998839413084,13.849,697.86,4883.0
24.0,1.0,17787.72275432906,23683.904827952138,573.4903973564888,15.081,697.86,763.0
25.0,1.0,16913.263769046498,19961.956559426715,788.0387439081535,19.135,697.86,1919.0
26.0,1.0,7192.063086931459,24749.245990567873,495.0041646945297,30.126,697.86,2751.0
27.0,1.0,17570.4122280655,21447.882769355056,623.6806043066802,10.184,697.86,2202.0
28.0,1.0,14603.07834422025,23664.14388655033,113.29693082031417,26.298,697.86,1825.0
29.0,1.0,13828.74642126756,25994.376091824102,1178.0196153213285,11.817,697.86,4371.0
30.0,1.0,16939.428546306193,18951.22235296277,596.5052100029488,6.2494,697.86,1718.0
31.0,1.0,20591.305166647206,22535.03193430107,212.44935787415542,15.459,697.86,4109.0
32.0,1.0,19245.40322271571,19173.018897530314,580.8444221366909,10.761,697.86,3615.0
33.0,1.0,6480.2753742470695,23308.669635116075,592.9571632254451,8.1317,697.86,1206.0
34.0,1.0,12548.986755427943,20202.44611119991,489.98352364357373,18.234,697.86,3405.0
35.0,1.0,19967.704084944176,16876.767671297992,451.33664953556433,17.242,697.86,511.0
36.0,1.0,11735.565450761493,22469.963115453633,318.5073348286875,8.9731,697.86,1743.0
37.0,1.0,8643.60151021307,16591.632526691126,411.6145944716282,24.509,697.86,261.0
38.0,1.0,16380.797319111909,25178.47098389903,604.7067952488047,13.653,697.86,4411.0
39.0,1.0,19835.62340381705,16416.445091263664,767.5760995899756,5.9995,697.86,521.0
40.0,1.0,12554.25856690056,21174.649160987476,810.6370726753428,9.5367,697.86,3463.0
41.0,1.0,16486.4039393759,18778.247807525124,480.07496317529257,16.995,697.86,3875.0
42.0,1.0,15735.762648126949,22587.19337718835,413.37938136719765,40.001,697.86,3410.0
43.0,1.0,16680.638878129772,18116.913328765415,528.2253345504872,10.553,697.86,3707.0
44.0,1.0,8654.40297395242,22746.37030536794,337.1542920248133,11.322,697.86,1047.0
45.0,1.0,6484.2251592390485,23522.240382028547,769.4225746838147,13.749,697.86,1264.0
46.0,1.0,18188.432006259874,16922.12642475464,1111.2821722694337,9.0774,697.86,674.0
47.0,1.0,10458.603075040939,23843.00795384912,957.698862696605,15.474,697.86,1507.0
48.0,1.0,7613.308454458795,14190.047752588738,847.2945658043672,8.3735,697.86,249.0
49.0,1.0,6031.824313351862,14748.561201555653,589.6968868773725,26.128,697.86,2649.0
