x [nm],y [nm],pair_id
6363.081989540098,2649.6432267274627,0.0
474.54504411422,147.9503649255683,1.0
8137.710913369145,9076.579415440608,2.0
6035.720409597911,7294.273626138788,3.0
5347.127403598416,9368.765344735359,4.0
8152.1712060084565,-43.75818659883308,5.0
8430.148793951827,366.63888108746187,6.0
7278.699421962841,1724.7557012325008,7.0
8617.61994570769,5523.600758943786,8.0
2994.1308472302694,4232.069367755897,9.0
193.9723392741058,1341.6731089770055,10.0
6761.29342594296,6535.9112077628115,11.0
6156.71147868524,3891.77482994831,12.0
9994.356167997774,9845.144732433842,13.0
6846.28826730245,6416.159485795645,14.0
6946.198566577592,3773.1166615944553,15.0
1336.56884994863,7202.612052636837,16.0
5190.971616298189,3139.206143769751,17.0
4846.333806233317,8868.666243954167,18.0
9371.625663421157,3549.3572246571975,19.0
5798.637105787908,3239.7812153306604,20.0
5914.540322786902,3262.4563565122,21.0
3837.7248134675433,8967.953367134025,22.0
2268.5396915471165,6214.883942919651,23.0
938.7485326784101,8249.482521889544,24.0
7835.843606896352,2365.3391693240123,25.0
8800.022544998916,545.8682361537006,26.0
3324.3655345397624,1406.4857051352838,27.0
4547.154630733941,8011.611064383844,28.0
2277.8394850934046,530.013407376574,29.0
3967.9596308497216,1956.8216558080992,30.0
990.2075133545702,5811.4677039125345,31.0
3125.5831373969795,6672.717215034165,32.0
2029.9715046855915,9409.400755394992,33.0
3685.050753257971,1054.5201141227699,34.0
6257.409628772543,9219.488524819371,35.0
4587.733751500773,9541.26423332392,36.0
4877.958495462475,4213.370212016555,37.0
6242.816903781218,9920.964546362156,38.0
9571.063521526768,4660.595289461598,39.0
7568.14813493346,4945.893998309627,40.0
5232.833541546042,7815.859014599275,41.0
4058.16990907677,7417.099495379279,42.0
7206.870827125062,9245.22858195012,43.0
1078.4253542678641,7184.040459337879,44.0
9216.408032401669,9492.881691169467,45.0
78.5263122557777,8714.21582644379,46.0
9791.210048895575,9623.376850200839,47.0
1458.3019784944563,9831.928176049136,48.0
8911.308636186039,8200.818137902095,49.0
4953.024679600587,2304.260885015912,50.0
7945.53238619951,9247.416197952301,51.0
2658.972620609441,5453.323549411844,52.0
4372.230254275447,9358.45617570032,53.0
456.2720201188038,7280.0007190495035,54.0
6153.527109833327,233.80853372395032,55.0
7332.946212697843,117.66892149890973,56.0
7552.325556944158,5063.636951302979,57.0
9270.274931459671,660.4724056389331,58.0
8459.240144244513,630.270888907072,59.0
3431.953350520957,4217.9979574934905,60.0
9610.976674234733,5787.666875781128,61.0
2651.1205232110105,2369.8716984428106,62.0
8800.939372100102,2200.1593143372643,63.0
1244.2456067820108,2885.3912373773273,64.0
5816.569012071477,5463.71055372842,65.0
8182.450469442684,5631.860647139563,66.0
2861.738063138029,4115.7237543399615,67.0
8149.437882161564,6088.901897436508,68.0
9597.71613659998,3629.8114463350626,69.0
5465.954047270902,5900.826271808261,70.0
8526.850185633277,1384.5035333608566,71.0
3979.046479900819,9137.980741133311,72.0
475.9310199604148,8169.526779347367,73.0
4187.584234349823,8280.541906956141,74.0
3876.742119556893,1647.8265206600352,-1.0
8769.328933290108,8947.284968868684,-1.0
482.6559500189531,1982.2403083948236,-1.0
6362.836535994598,7888.451556348379,-1.0
6066.925067405504,1915.8919612655823,-1.0
1176.415752621991,5059.726340651836,-1.0
8155.104066590115,2170.671810721262,-1.0
751.3269487278362,5510.449957933047,-1.0
1918.1714813525464,674.2372048426959,-1.0
7732.645980412683,8212.266060779224,-1.0
3983.3555109823537,2940.763601682844,-1.0
2771.208894369578,3609.7142582835086,-1.0
5769.076431162621,5278.200781124773,-1.0
3553.491811726963,6374.209792381815,-1.0
6757.6744194746,5582.789479750343,-1.0
3872.9491505187398,6239.027819391343,-1.0
5919.027832141105,3403.238573806664,-1.0
3032.0101266424526,5457.488790192866,-1.0
6123.417390018508,6107.984389218087,-1.0
3828.380088978549,5657.739072162552,-1.0
9857.696351964192,4280.245190439517,-1.0
