x [nm],y [nm],pair_id
6335.765492944212,2637.6421942735433,0.0
417.6572067582325,131.41434394600242,1.0
8152.8708037805745,9125.170168487539,2.0
6054.284863524943,7290.871212371625,3.0
5497.6443395391325,9429.570507704308,4.0
8148.959283857865,-34.413052476619015,5.0
8483.365269747112,201.8410638517741,6.0
7225.997107233419,1705.4170239205084,7.0
8628.637090566297,5301.779872848839,8.0
3082.900377453678,4290.685556723025,9.0
357.90693296172435,1212.0593521105047,10.0
6720.8842226010875,6415.053256625982,11.0
6246.839688748626,3763.9940388664195,12.0
9941.281838539662,9893.75834026806,13.0
7004.808571571835,6499.08917394288,14.0
6859.61325216882,3738.7863235721857,15.0
1453.5921712155875,7233.374332620373,16.0
5140.506775527122,3154.70016919817,17.0
4895.18646524025,8873.61436610068,18.0
9306.964977427753,3621.7594865808887,19.0
5729.335027326479,3247.903929281679,20.0
6016.589985953559,3450.7036522760873,21.0
3961.8207916099623,8937.860602293109,22.0
2194.884851907036,6164.943896839248,23.0
889.2647989040925,8365.273643240806,24.0
7902.0739793429475,2444.1152613187946,25.0
8731.602107304441,619.5757539853656,26.0
3301.8377447268194,1506.5374773581364,27.0
4559.153223488528,7922.6308348000775,28.0
2423.596565947269,588.2577802774945,29.0
4127.84482748048,1972.4610610180878,30.0
824.1934899417737,5761.408470025003,31.0
3020.0613464879257,6703.208597560804,32.0
2038.436349783655,9430.158400107683,33.0
3615.716457256207,1111.0057130458651,34.0
6372.186197393361,9227.616577938441,35.0
4434.48600447909,9555.300587656608,36.0
5015.810916453151,4246.039800557026,37.0
6126.973634301979,10035.53647780641,38.0
9426.821237352853,4548.213812801873,39.0
7616.664688628329,4985.019442866704,40.0
5245.359379451057,7818.4041645492325,41.0
4137.0366441064825,7318.670787089155,42.0
7150.220359340495,9250.743719038383,43.0
1171.1255735580773,7381.983259835973,44.0
9286.321017799437,9625.964294757496,45.0
103.6807407471881,8639.020771020076,46.0
9774.497555430466,9646.177932429826,47.0
1377.2171004772056,9824.625907310974,48.0
8777.856168393937,8221.277743033708,49.0
4734.900905806469,2372.9401907195243,50.0
7972.363766588451,9167.317526966226,51.0
2640.9012239939843,5364.683553996041,52.0
4311.42648180819,9337.444128438052,53.0
261.54958240367097,7390.642195299827,54.0
6123.928576995765,340.8340578940686,55.0
7156.164237160123,112.33087122712729,56.0
7618.614912050627,5092.5388471664055,57.0
9198.185843110035,655.600354700396,58.0
8330.548619780717,666.1256543410465,59.0
3525.836158118111,4360.747422004482,60.0
9660.731911709267,5612.37529861045,61.0
2569.6388079296953,2378.5044171971394,62.0
8902.487639561155,2249.221178408923,63.0
1222.6451092351897,2899.510434455016,64.0
5740.128044238872,5658.293832524591,65.0
8134.915789678569,5521.133720783716,66.0
2891.1149349878892,4061.218317878568,67.0
8148.853609277972,6211.3580587926745,68.0
9656.288077064859,3578.8001028883277,69.0
5504.851501027909,5840.2982383048775,70.0
8481.685105472443,1435.6729007796466,71.0
3980.7001724274132,9185.973681509384,72.0
524.4754607235138,8193.211851660291,73.0
4185.156065236193,8289.11145206124,74.0
114.15205054897633,3742.3894354289114,75.0
770.1819348290492,6633.675812380449,76.0
2721.199294789744,7020.907470537259,77.0
9551.37331567392,1284.6840544518122,78.0
8525.866455985299,608.1296884976451,79.0
3730.793889319958,4197.984438153981,80.0
4831.93689652191,9784.18804220781,81.0
7690.109821873559,3004.498116662639,82.0
2675.5821630783307,8655.478680789267,83.0
8771.289030334225,5028.678872318718,84.0
3312.595752782521,9902.601332333878,85.0
3210.0939601763484,1887.2492025347967,86.0
8848.369900133028,8112.8365065797325,87.0
6686.65513873673,9660.198524511898,88.0
9205.025126512364,7504.32956758183,89.0
8494.760311714777,2512.4052629480425,90.0
1385.4029866857554,6631.280607047949,91.0
7192.555403443552,1603.8551906928235,92.0
3903.5358303617977,9194.766767451692,93.0
5551.246170441251,5743.998847658701,94.0
1900.3024592671447,5307.310543318328,95.0
5124.1925721100515,964.3801434419887,96.0
9804.82569942524,5694.944023269509,97.0
10.287941628672662,7717.764932593838,98.0
9870.880749751143,5911.47142639629,99.0
3140.8639513145804,1854.2358475188646,100.0
6757.3335231634655,1956.1934888992973,101.0
5761.440289685968,6058.666138584969,102.0
9645.896132350463,657.9896944126646,103.0
4884.833255448887,7471.004085020322,104.0
1883.714052026265,3831.423434189226,105.0
620.4942815143515,7340.053520708081,106.0
982.056905521181,3954.83123684027,107.0
8810.209827651219,4768.041405742958,108.0
9092.870392586734,7538.042480313492,109.0
9098.67394742184,1296.183850373409,110.0
760.7843433589761,673.1278625895185,111.0
8637.080945909862,6244.681479071391,112.0
4864.896917345941,1628.1069547595043,113.0
6642.850341868949,3179.267519074257,114.0
7060.919780344798,4577.983416112625,115.0
5202.220667087559,7899.5530763765155,116.0
